"Город","salary","Должность","exp","Язык.программирования"
"1017","Киев",3000,"Project manager",10,""
"1018","Харьков",2700,"Senior Software Engineer",7,"C#/.NET"
"1019","Черновцы",600,"Junior Software Engineer",1.75,"Java"
"1020","Ивано-Франковск",400,"Junior Software Engineer",0,"C#/.NET"
"1021","Киев",2100,"Software Engineer",6,"Java"
"1022","Донецк",1200,"Software Engineer",5,"C#/.NET"
"1024","Одесса",2400,"Director of Engineering / Program Director",10,""
"1025","Харьков",3500,"Technical Lead",10,"Java"
"1026","Львов",1330,"Software Engineer",6.5,"C#/.NET"
"1027","Киев",2000,"Senior QA engineer",8,""
"1028","Киев",2700,"Software Engineer",5,"C++"
"1029","Киев",2300,"Senior Software Engineer",9,"Java"
"1030","Черкассы",812.5,"Software Engineer",2,"Java"
"1031","Киев",2000,"Software Engineer",2.5,"Objective-C"
"1032","Киев",2000,"Senior QA engineer",4,""
"1033","Киев",2000,"QA Tech Lead",4,""
"1034","Харьков",500,"QA engineer",1.5,""
"1035","Киев",2700,"Senior Software Engineer",4,"C#/.NET"
"1036","Львов",2200,"Technical Lead",7,"Java"
"1037","Харьков",250,"Junior Software Engineer",0.25,"Java"
"1038","Днепр.",1200,"QA engineer",1.5,""
"1039","Сумы",1500,"Software Engineer",1,"Python"
"1040","Киев",2100,"Software Engineer",8,"C#/.NET"
"1041","Львов",1200,"Software Engineer",2.5,"C#/.NET"
"1042","Днепр.",3000,"Senior Software Engineer",7.5,"C++"
"1043","Киев",2400,"Technical Lead",10,"C++"
"1044","Киев",1500,"Software Engineer",1.5,"Python"
"1045","Винница",1450,"Senior Software Engineer",6.5,"C#/.NET"
"1046","Киев",750,"Junior Software Engineer",2,"Flex/Flash/AIR"
"1047","Николаев",950,"Senior QA engineer",8.5,""
"1048","Киев",3000,"Software Engineer",4,"Ruby/Rails"
"1049","Львов",585,"QA engineer",2,""
"1050","Львов",1600,"Software Engineer",3.5,"C#/.NET"
"1051","Киев",500,"Junior QA engineer",0.25,""
"1052","Киев",3000,"Project manager",4,""
"1053","Львов",2500,"Project manager",8,""
"1054","Севастополь",450,"Junior Software Engineer",1,"PHP"
"1055","Киев",3100,"Senior Software Engineer",4,"Java"
"1056","Киев",1500,"Software Engineer",4,"C#/.NET"
"1057","Киев",1250,"Software Engineer",4,"SQL"
"1058","Харьков",500,"Junior Software Engineer",0.5,"PHP"
"1059","Киев",2500,"Team lead",7,""
"1060","Киев",3800,"Team lead",10,""
"1061","Харьков",500,"Junior Software Engineer",1,"PHP"
"1062","Киев",2800,"Senior Software Engineer",5,"Java"
"1063","Львов",2800,"Project manager",7,""
"1064","Киев",3000,"Senior Software Engineer",9,"SQL"
"1065","Одесса",2000,"Software Engineer",2,"Ruby/Rails"
"1066","Харьков",1800,"Software Engineer",2,"C#/.NET"
"1067","Львов",2900,"Technical Lead",8,"C++"
"1068","Полтава",1000,"Project manager",4,""
"1069","Ровно",2000,"Technical Lead",3,"Objective-C"
"1070","Харьков",1000,"Software Engineer",5,"Other"
"1071","Киев",2300,"Software Engineer",10,"C"
"1072","Киев",2200,"Software Engineer",4.5,"Java"
"1073","Николаев",1375,"Team lead",5,""
"1074","Харьков",1600,"Senior QA engineer",5,""
"1075","Киев",750,"Junior Software Engineer",1.5,"Python"
"1076","Львов",2000,"Software Engineer",6,"C#/.NET"
"1077","Киев",3000,"Team lead",7,""
"1078","Киев",4000,"Senior Software Engineer",10,"Java"
"1079","Киев",2900,"Software Engineer",10,"Java"
"1080","Запорожье",1100,"Senior Software Engineer",7.5,"C++"
"1081","Киев",2800,"Senior Software Engineer",6,"C++"
"1082","Донецк",800,"Software Engineer",2.5,"C#/.NET"
"1083","Львов",1900,"Senior Software Engineer",7,"C#/.NET"
"1084","Киев",1000,"Junior Software Engineer",1.25,"Objective-C"
"1085","Днепр.",3000,"Technical Lead",5.5,"C#/.NET"
"1086","Киев",4000,"Team lead",6,""
"1087","Киев",2000,"QA Tech Lead",10,""
"1088","Киев",1000,"Junior Software Engineer",1,"C#/.NET"
"1089","Киев",800,"Junior QA engineer",0.75,""
"1090","Киев",1000,"Junior Software Engineer",2,"C#/.NET"
"1091","Киев",3250,"Senior QA engineer",10,""
"1092","Днепр.",1600,"Software Engineer",4,"Java"
"1093","Винница",920,"Системный администратор",5.5,""
"1094","Киев",2600,"Senior Software Engineer",6,"C#/.NET"
"1095","Киев",2000,"Team lead",10,""
"1096","Киев",1400,"DBA / Администратор баз данных",9,""
"1097","Харьков",1500,"Technical Lead",2,"PHP"
"1098","Киев",1400,"Software Engineer",3.5,"C#/.NET"
"1099","Харьков",2300,"Senior Software Engineer",3,"C#/.NET"
"1100","Киев",3400,"Senior Software Engineer",5,"Java"
"1101","Черновцы",2700,"Senior Software Engineer",8,"Java"
"1102","Киев",2500,"Software Engineer",8,"C++"
"1103","Киев",3000,"Senior Software Engineer",10,"C#/.NET"
"1104","Донецк",1200,"Senior Software Engineer",4,"Objective-C"
"1105","Одесса",400,"Junior Software Engineer",0,"JavaScript"
"1106","Харьков",1150,"Software Engineer",5,"C#/.NET"
"1107","Киев",2500,"Системный администратор",10,""
"1108","Одесса",4000,"Senior Software Engineer",10,"C++"
"1109","Днепр.",1250,"Junior Software Engineer",10,"Java"
"1110","Львов",3000,"Senior Software Engineer",6,"C#/.NET"
"1111","Киев",2600,"Software Engineer",5.5,"C++"
"1112","Киев",1400,"Software Engineer",2.5,"C#/.NET"
"1113","Киев",3000,"Software Engineer",4.5,"Java"
"1114","Харьков",800,"Junior Software Engineer",1.25,"Java"
"1115","Львов",2000,"Senior Software Engineer",5.5,"JavaScript"
"1116","Киев",1875,"Software Engineer",6,"Other"
"1117","Днепр.",1100,"Software Engineer",10,"C#/.NET"
"1118","Харьков",2100,"Technical Lead",4.5,"Objective-C"
"1119","Николаев",600,"Junior Software Engineer",3,"PHP"
"1120","Киев",1900,"Senior QA engineer",7.5,""
"1121","Киев",3200,"Senior QA engineer",8,""
"1122","Харьков",2000,"Senior QA engineer",0.75,""
"1123","Киев",1375,"Senior QA engineer",2,""
"1124","Киев",3000,"Team lead",9,""
"1125","Киев",2500,"Team lead",6,"Other"
"1126","Киев",2850,"Technical Lead",10,"Perl"
"1127","Киев",1200,"Junior Software Engineer",1.75,"PHP"
"1128","Львов",600,"Junior Software Engineer",0.75,"C#/.NET"
"1129","Хмельницкий",400,"Верстальщик",2,""
"1130","Киев",3000,"Senior Software Engineer",4,"C#/.NET"
"1131","Киев",750,"Junior Software Engineer",0.75,"Objective-C"
"1132","Харьков",750,"Технический писатель",5,""
"1133","Киев",1400,"Software Engineer",1.25,"Java"
"1134","Киев",2200,"Software Engineer",4,"Java"
"1135","Киев",1000,"Junior Software Engineer",1,"Flex/Flash/AIR"
"1136","Киев",1000,"QA engineer",1,""
"1137","Киев",2800,"Senior Software Engineer",5,"C++"
"1138","Киев",4000,"Senior Software Engineer",7,"Java"
"1139","Киев",2250,"Project manager",1.5,""
"1140","Херсон",400,"Верстальщик",3,"JavaScript"
"1141","Винница",1300,"Software Engineer",10,"PHP"
"1142","Киев",6000,"Director of Engineering / Program Director",10,""
"1143","Киев",2200,"Team lead",3.5,""
"1144","Луганск",1200,"Software Engineer",3.5,"C#/.NET"
"1145","Харьков",1500,"Software Engineer",3,"Java"
"1146","Киев",1000,"Software Engineer",2,"Python"
"1147","Киев",1500,"Software Engineer",2,"PHP"
"1148","Киев",4400,"Technical Lead",8,"Java"
"1149","Киев",500,"Junior QA engineer",0.25,""
"1150","Винница",2850,"Project manager",5,""
"1151","Ровно",1100,"Software Engineer",4,"Python"
"1152","Киев",1840,"Software Engineer",4,"C#/.NET"
"1153","Киев",2700,"Technical Lead",7,"C++"
"1154","Киев",1250,"Junior Software Engineer",1,"PHP"
"1155","Киев",1250,"Верстальщик",2,""
"1156","Днепр.",1150,"Software Engineer",1.25,"C#/.NET"
"1157","Киев",2650,"Senior Software Engineer",8,"C#/.NET"
"1158","Киев",3000,"Technical Lead",9.5,"PHP"
"1159","Запорожье",500,"Junior Software Engineer",1,"C#/.NET"
"1160","Днепр.",1450,"QA engineer",4,""
"1161","Киев",2300,"Software Engineer",0.75,"Python"
"1162","Харьков",3150,"Senior Software Engineer",8.5,"Java"
"1163","Севастополь",1200,"Senior Software Engineer",2,"PHP"
"1164","Житомир",1400,"Team lead",5,""
"1165","Киев",1600,"Software Engineer",0.75,"Java"
"1166","Львов",1000,"Team lead",10,""
"1167","Киев",1500,"Software Engineer",1.5,"Java"
"1168","Харьков",900,"Software Engineer",4,"PHP"
"1169","Киев",2500,"Software Engineer",2,"JavaScript"
"1170","Киев",3100,"Senior Software Engineer",5.5,"C++"
"1171","Киев",2400,"Software Engineer",5.5,"C#/.NET"
"1172","Харьков",2700,"Senior Software Engineer",2.5,"C#/.NET"
"1173","Киев",2300,"Senior Software Engineer",7,"SQL"
"1174","Житомир",1900,"Senior Software Engineer",6.5,"C#/.NET"
"1175","Харьков",1900,"QA engineer",6,""
"1176","Киев",625,"Junior Software Engineer",1,"PHP"
"1177","Одесса",2500,"Senior Software Engineer",6,"Java"
"1178","Харьков",1900,"Team lead",4,""
"1179","Харьков",650,"QA engineer",2.5,""
"1180","Киев",914.375,"Бизнес-аналитик",4.5,""
"1181","Киев",2300,"Software Engineer",2.5,"Java"
"1182","Киев",2000,"Software Engineer",3.5,"C#/.NET"
"1183","Харьков",1000,"Software Engineer",2.5,"PHP"
"1184","Киев",3500,"Senior Software Engineer",4,"Java"
"1185","Киев",2200,"Software Engineer",3.5,"C"
"1186","Киев",2200,"Senior QA engineer",5,""
"1187","Киев",2300,"Software Engineer",3,"Ruby/Rails"
"1188","Харьков",1550,"Software Engineer",2,"C#/.NET"
"1189","Киев",2500,"Senior Software Engineer",10,"C#/.NET"
"1190","Полтава",500,"Software Engineer",10,"SQL"
"1191","Киев",3400,"Senior Software Engineer",5.5,"Java"
"1192","Киев",2000,"Software Engineer",4,"PHP"
"1193","Львов",2800,"Senior Software Engineer",10,"C#/.NET"
"1194","Луганск",2000,"Верстальщик",5,""
"1195","Харьков",1900,"Бизнес-аналитик",4,""
"1196","Киев",2000,"Software Engineer",6,"PHP"
"1197","Киев",2200,"Software Engineer",4,"C#/.NET"
"1198","Львов",1300,"Software Engineer",2,"C#/.NET"
"1199","Львов",1500,"Software Engineer",1.75,"Java"
"1200","Львов",2100,"Software Engineer",9,"PHP"
"1201","Киев",1400,"Junior Software Engineer",2,"Java"
"1202","Киев",2800,"Team lead",6.5,""
"1203","Киев",2200,"Software Engineer",2.5,"Objective-C"
"1204","Киев",3000,"Senior Software Engineer",5,"C#/.NET"
"1205","Львов",2500,"Team lead",7,""
"1206","Днепр.",1750,"Дизайнер",3.5,""
"1207","Киев",2000,"Бизнес-аналитик",10,""
"1208","Киев",600,"Junior Software Engineer",1.5,"C#/.NET"
"1209","Киев",1500,"Software Engineer",2.5,"PHP"
"1210","Киев",2900,"Senior Software Engineer",7,"SQL"
"1211","Львов",1300,"Дизайнер",3.5,""
"1212","Львов",600,"Junior QA engineer",1.25,""
"1213","Киев",1000,"Junior Software Engineer",2,"PHP"
"1214","Киев",2600,"Senior Software Engineer",10,"C++"
"1215","Киев",1900,"Software Engineer",1.75,"C#/.NET"
"1216","Львов",450,"Junior Software Engineer",0.75,"Java"
"1217","Ужгород",500,"Software Engineer",8,"C#/.NET"
"1218","Киев",2300,"Software Engineer",4,"C#/.NET"
"1219","Киев",2000,"Software Engineer",2.5,"C"
"1220","Киев",2000,"Software Engineer",3,"C#/.NET"
"1221","Днепр.",450,"Junior Software Engineer",0.75,"JavaScript"
"1222","Киев",3500,"Team lead",10,""
"1223","Киев",4000,"Senior Software Engineer",2.5,"Java"
"1224","Днепр.",2300,"Senior Software Engineer",10,"C#/.NET"
"1225","Сумы",850,"Senior Software Engineer",1.75,"Java"
"1226","Днепр.",3500,"Technical Lead",5.5,"C#/.NET"
"1227","Днепр.",500,"Junior Software Engineer",1.25,"C#/.NET"
"1228","Киев",3200,"Senior Software Engineer",2,"Objective-C"
"1229","Киев",2850,"Senior Software Engineer",10,"Java"
"1230","Харьков",2600,"Software Engineer",3,"Ruby/Rails"
"1231","Киев",2000,"Системный администратор",10,""
"1232","Львов",1200,"Software Engineer",1.25,"Ruby/Rails"
"1233","Киев",1800,"Software Engineer",4.5,"PHP"
"1234","Харьков",1250,"Software Engineer",5,"PHP"
"1235","Киев",3000,"Software Engineer",3,"Java"
"1236","Винница",3000,"Senior Software Engineer",6.5,"C#/.NET"
"1237","Киев",700,"Junior Software Engineer",1.5,"PHP"
"1238","Киев",3000,"Senior Software Engineer",10,"Perl"
"1239","Киев",2000,"Software Engineer",4.5,"SQL"
"1240","Киев",2000,"Team lead",5,""
"1241","Харьков",600,"Верстальщик",1.5,""
"1242","Киев",2000,"Project manager",6,""
"1243","Львов",1600,"Software Engineer",1.25,"Java"
"1244","Харьков",2500,"Senior Software Engineer",6,"C#/.NET"
"1245","Одесса",2400,"Senior Software Engineer",5,"Java"
"1246","Днепр.",3000,"Software Engineer",4.5,"C#/.NET"
"1247","Днепр.",1000,"Системный администратор",4,""
"1248","Харьков",3000,"Senior Software Engineer",6,"Flex/Flash/AIR"
"1249","Киев",1000,"Software Engineer",1,"Java"
"1250","Киев",2000,"Software Engineer",4.5,"C#/.NET"
"1251","Донецк",500,"Junior Software Engineer",1,"PHP"
"1252","Винница",800,"Senior Software Engineer",4.5,"PHP"
"1253","Киев",750,"Junior Software Engineer",1,"PHP"
"1254","Киев",1200,"Junior Software Engineer",2,"Java"
"1255","Киев",2450,"Senior Software Engineer",8,"SQL"
"1256","Киев",2700,"Team lead",5,""
"1257","Киев",1500,"Software Engineer",2,"JavaScript"
"1258","Киев",1150,"Software Engineer",2,"Objective-C"
"1259","Харьков",400,"Junior Software Engineer",0.25,"Java"
"1260","Киев",1600,"QA engineer",1,""
"1261","Днепр.",3300,"Senior Software Engineer",10,"Java"
"1262","Киев",600,"Junior Software Engineer",0.5,"Java"
"1263","Черкассы",312.5,"Junior Software Engineer",0.75,"PHP"
"1264","Донецк",750,"Software Engineer",4,"C#/.NET"
"1265","Винница",2000,"Technical Lead",9,"SQL"
"1266","Черкассы",2250,"Team lead",8,""
"1267","Львов",350,"Junior Software Engineer",0.5,"C#/.NET"
"1268","Львов",500,"Junior Software Engineer",0,"Java"
"1269","Сумы",1500,"Technical Lead",5,"Python"
"1270","Киев",3000,"Senior Software Engineer",5.5,"Java"
"1271","Донецк",850,"Junior Software Engineer",1,"Ruby/Rails"
"1272","Киев",1200,"Junior Software Engineer",1.75,"PHP"
"1273","Киев",600,"Junior QA engineer",0,""
"1274","Львов",980,"Junior Software Engineer",2,"C"
"1275","Львов",1000,"QA engineer",4,""
"1276","Киев",2500,"Project manager",2,""
"1277","Севастополь",800,"Software Engineer",1,"Objective-C"
"1278","Киев",2500,"Senior Software Engineer",10,"SQL"
"1279","Киев",2000,"Системный администратор",6,""
"1280","Одесса",1950,"Senior Software Engineer",9,"C++"
"1281","Харьков",2000,"Senior Software Engineer",6.5,"C#/.NET"
"1282","Днепр.",800,"Junior Software Engineer",0.75,"C++"
"1283","Харьков",1700,"Senior Software Engineer",10,"Ruby/Rails"
"1284","Киев",1200,"Системный администратор",4.5,""
"1285","Одесса",1200,"Software Engineer",5,"PHP"
"1286","Киев",1375,"Бизнес-аналитик",2,""
"1287","Киев",3100,"Software Engineer",8,"Java"
"1288","Харьков",900,"Software Engineer",3.5,"C"
"1289","Черновцы",3000,"Senior Project Manager / Program Manager",10,""
"1290","Харьков",2200,"Senior Software Engineer",4,"C#/.NET"
"1291","Киев",3000,"Team lead",4,"PHP"
"1292","Одесса",1500,"QA engineer",4,""
"1293","Харьков",1200,"Software Engineer",1,"Other"
"1294","Одесса",2100,"Senior Software Engineer",4.5,"C#/.NET"
"1295","Киев",1700,"Senior QA engineer",5,""
"1296","Днепр.",1000,"QA engineer",1.5,""
"1297","Киев",2700,"Team lead",5,""
"1298","Харьков",800,"Software Engineer",4,"C++"
"1299","Киев",1000,"Junior Software Engineer",0.25,"JavaScript"
"1300","Харьков",400,"Junior QA engineer",0.25,""
"1301","Киев",3000,"Senior Software Engineer",7,"C#/.NET"
"1302","Киев",1500,"Software Engineer",1.5,"Java"
"1303","Киев",2500,"Software Engineer",5,"SQL"
"1304","Днепр.",1250,"Верстальщик",5,""
"1305","Киев",600,"Junior Software Engineer",0.5,"Python"
"1306","Одесса",1500,"Project manager",2,""
"1307","Донецк",887.5,"Support",5,""
"1308","Харьков",1100,"QA engineer",3,""
"1309","Донецк",1300,"Software Engineer",2.5,"PHP"
"1310","Киев",3000,"Senior Software Engineer",4.5,"Flex/Flash/AIR"
"1311","Киев",2800,"Technical Lead",7,"C#/.NET"
"1312","Харьков",1250,"Software Engineer",4,"C#/.NET"
"1313","Киев",2700,"Senior QA engineer",2,""
"1314","Харьков",400,"Системный администратор",1.25,""
"1315","Харьков",2100,"Senior Software Engineer",5,"C++"
"1316","Черкассы",700,"Software Engineer",3,"Ruby/Rails"
"1317","Львов",1700,"Software Engineer",4,"Java"
"1318","Херсон",662.5,"Senior Software Engineer",6,"Delphi"
"1319","Днепр.",2200,"Software Engineer",5,"PHP"
"1320","Львов",1600,"Software Engineer",2.5,"Java"
"1321","Харьков",900,"Junior Software Engineer",1.25,"C#/.NET"
"1322","Днепр.",420,"Junior Software Engineer",1,"C#/.NET"
"1323","Киев",500,"Senior Software Engineer",8,"SQL"
"1324","Киев",1500,"Software Engineer",7,"Python"
"1325","Киев",4000,"Team lead",6,""
"1326","Киев",800,"Junior Software Engineer",0.75,"Java"
"1327","Киев",3000,"Software Engineer",1.5,"C#/.NET"
"1328","Львов",1400,"Software Engineer",2,"Java"
"1329","Львов",650,"Junior Software Engineer",1,"Flex/Flash/AIR"
"1330","Киев",350,"Software Engineer",2,"PHP"
"1331","Львов",1500,"Software Engineer",7,"PHP"
"1332","Киев",1100,"Системный администратор",5,""
"1333","Киев",1900,"Support",4.5,""
"1334","Киев",2000,"Software Engineer",1,"Java"
"1335","Харьков",1350,"Senior QA engineer",4,""
"1336","Киев",2000,"QA engineer",2,""
"1337","Чернигов",1100,"Technical Lead",2,"Java"
"1338","Киев",500,"Junior QA engineer",0.25,""
"1339","Днепр.",600,"Support",1.75,""
"1340","Одесса",2300,"Senior Software Engineer",5,"PHP"
"1341","Киев",2500,"Team lead",4.5,""
"1342","Киев",2700,"Senior Software Engineer",4.5,"Java"
"1343","Харьков",2000,"Software Engineer",5,"Java"
"1344","Харьков",1750,"Software Engineer",4.5,"Java"
"1345","Ивано-Франковск",620,"Junior Software Engineer",1.75,"Java"
"1346","Львов",800,"Software Engineer",1.25,"C#/.NET"
"1347","Харьков",5000,"Senior Project Manager / Program Manager",4,""
"1348","Киев",2800,"Senior Software Engineer",9,"C#/.NET"
"1349","Киев",1800,"Software Engineer",3,"PHP"
"1350","Львов",500,"Junior Software Engineer",1,"C#/.NET"
"1351","Киев",3500,"Project manager",10,""
"1352","Одесса",500,"DBA / Администратор баз данных",1.75,""
"1353","Киев",2600,"Project manager",0.5,""
"1354","Днепр.",600,"Junior Software Engineer",0,"Ruby/Rails"
"1355","Киев",1800,"QA engineer",4.5,""
"1356","Киев",1200,"QA engineer",1.25,""
"1357","Киев",800,"Junior QA engineer",1.75,""
"1358","Киев",3500,"Бизнес-аналитик",4,""
"1359","Киев",1100,"QA engineer",1.5,""
"1360","Киев",3750,"Technical Lead",6.5,"Java"
"1361","Львов",500,"Junior Software Engineer",0.75,"C#/.NET"
"1362","Полтава",2000,"Junior Software Engineer",0.5,"Java"
"1363","Одесса",2000,"Senior QA engineer",7,""
"1364","Днепр.",2600,"Team lead",2.5,""
"1365","Харьков",300,"Junior Software Engineer",2,"PHP"
"1366","Киев",3600,"Technical Lead",6,"Java"
"1367","Киев",2200,"Software Engineer",4,"C#/.NET"
"1368","Одесса",1000,"QA engineer",2.5,""
"1369","Запорожье",600,"Дизайнер",3,""
"1370","Киев",1600,"Support",3,""
"1371","Киев",562.5,"Системный администратор",1.25,""
"1372","Ровно",1000,"Software Engineer",5,"C++"
"1373","Киев",3400,"Senior Software Engineer",10,"Java"
"1374","Львов",2600,"Software Engineer",5,"C++"
"1375","Львов",500,"Software Engineer",2,"C++"
"1376","Киев",2000,"Верстальщик",4.5,""
"1377","Киев",5000,"Senior Software Engineer",10,"Other"
"1378","Одесса",1000,"Software Engineer",0.5,"Objective-C"
"1379","Винница",1100,"Software Engineer",6,"PHP"
"1380","Киев",600,"Верстальщик",1.5,""
"1381","Запорожье",375,"Технический писатель",1.5,""
"1382","Днепр.",1000,"Software Engineer",3.5,"Other"
"1383","Киев",2100,"Software Engineer",5,"C++"
"1384","Днепр.",1600,"Системный администратор",10,""
"1385","Одесса",2000,"Senior Software Engineer",6,"Java"
"1386","Севастополь",750,"Software Engineer",1.5,"PHP"
"1387","Харьков",700,"Junior Software Engineer",1,"C"
"1388","Киев",2400,"Senior Software Engineer",5,"C#/.NET"
"1389","Киев",3000,"Senior Software Engineer",3.5,"Java"
"1391","Киев",2200,"Software Engineer",5,"C#/.NET"
"1392","Харьков",1800,"QA Tech Lead",4.5,""
"1393","Севастополь",2600,"Senior Project Manager / Program Manager",5,""
"1394","Киев",750,"Дизайнер",4,""
"1395","Киев",300,"Junior Software Engineer",0,"Java"
"1396","Харьков",500,"Support",1.5,""
"1397","Львов",1800,"Software Engineer",7,"C++"
"1398","Киев",1800,"Software Engineer",4,"Java"
"1399","Львов",2000,"Senior Software Engineer",3,"PHP"
"1400","Житомир",2000,"Team lead",5.5,""
"1401","Харьков",1100,"Software Engineer",2.5,"SQL"
"1402","Харьков",800,"Junior Software Engineer",0.25,"Java"
"1403","Одесса",3200,"Senior Software Engineer",9,"C#/.NET"
"1404","Львов",600,"Верстальщик",5.5,""
"1405","Харьков",1500,"Software Engineer",1.5,"C#/.NET"
"1406","Харьков",1800,"Software Engineer",4,"Java"
"1407","Киев",625,"Software Engineer",3,"PHP"
"1408","Львов",400,"Junior Software Engineer",0.25,"Ruby/Rails"
"1409","Севастополь",2500,"Project manager",5,""
"1410","Киев",2600,"Senior Software Engineer",5.5,"C#/.NET"
"1411","Киев",3000,"Senior Software Engineer",9,"Java"
"1412","Днепр.",2200,"Senior Software Engineer",5.5,"Java"
"1413","Севастополь",1000,"Software Engineer",2,"PHP"
"1414","Киев",2600,"Technical Lead",8,"C#/.NET"
"1415","Киев",3000,"QA Tech Lead",5,""
"1416","Киев",3000,"Project manager",8,""
"1417","Киев",1250,"Junior Software Engineer",1.5,"C#/.NET"
"1418","Киев",2400,"Senior Software Engineer",5,"C#/.NET"
"1419","Киев",500,"Junior QA engineer",0,""
"1420","Киев",2700,"Technical Lead",4,"C#/.NET"
"1421","Киев",1800,"Software Engineer",3,"C#/.NET"
"1422","Киев",500,"Junior Software Engineer",1.5,"C#/.NET"
"1423","Киев",500,"Junior Software Engineer",1,"Java"
"1424","Киев",1000,"Системный администратор",5,""
"1425","Житомир",750,"Software Engineer",4,"C#/.NET"
"1426","Житомир",1312.5,"Junior Software Engineer",4,"C#/.NET"
"1427","Житомир",2000,"Software Engineer",3.5,"C#/.NET"
"1428","Киев",1300,"Senior QA engineer",3,""
"1429","Киев",500,"Junior QA engineer",0.25,""
"1430","Николаев",2000,"Technical Lead",6,"Perl"
"1431","Киев",3500,"Technical Lead",7.5,"Java"
"1432","Харьков",2600,"Senior Software Engineer",8.5,"C#/.NET"
"1433","Киев",2000,"Senior Software Engineer",5,"C++"
"1434","Запорожье",1555,"Support",1,""
"1435","Харьков",2000,"Senior Software Engineer",6.5,"C#/.NET"
"1436","Житомир",1400,"QA engineer",1.5,""
"1437","Киев",2700,"Бизнес-аналитик",4,""
"1438","Житомир",1500,"Software Engineer",5,"PHP"
"1439","Житомир",1500,"QA engineer",4,""
"1440","Киев",3500,"Project manager",4,""
"1441","Житомир",1500,"QA engineer",1.25,""
"1442","Киев",800,"Junior QA engineer",0.75,""
"1443","Львов",300,"Junior QA engineer",1,""
"1444","Харьков",1300,"Software Engineer",2,"PHP"
"1445","Киев",1600,"Software Engineer",4.5,"C++"
"1446","Харьков",3500,"System Architect",10,"Java"
"1447","Тернополь",1000,"Junior Software Engineer",0.5,"PHP"
"1448","Киев",2500,"Senior Software Engineer",7,"SQL"
"1449","Львов",350,"Junior QA engineer",0.25,""
"1450","Житомир",3100,"Project manager",8,""
"1451","Харьков",1300,"QA engineer",2,""
"1452","Киев",1800,"Senior Software Engineer",6.5,"C++"
"1453","Киев",2500,"Senior Software Engineer",7,"Java"
"1454","Киев",900,"Системный администратор",9,""
"1455","Львов",300,"Junior Software Engineer",2,"PHP"
"1456","Киев",1250,"Системный администратор",6.5,""
"1457","Киев",350,"Junior Software Engineer",1.25,"C++"
"1458","Ровно",500,"Software Engineer",4,"PHP"
"1459","Киев",875,"Системный администратор",5,""
"1460","Львов",1520,"Software Engineer",1.5,"Java"
"1461","Харьков",2800,"Team lead",5,""
"1462","Запорожье",437.5,"Системный администратор",8,""
"1463","Киев",2500,"Software Engineer",3,"Ruby/Rails"
"1464","Киев",1800,"Software Engineer",8,"C#/.NET"
"1465","Киев",1050,"QA engineer",2,""
"1466","Киев",600,"Software Engineer",1.5,"PHP"
"1467","Киев",3600,"Project manager",8,""
"1468","Киев",1064,"QA engineer",1.5,""
"1469","Киев",1687.5,"Software Engineer",3.5,"C#/.NET"
"1470","Симферополь",3400,"Senior Software Engineer",2,"Objective-C"
"1471","Киев",3500,"DBA / Администратор баз данных",10,""
"1472","Харьков",1600,"QA engineer",3,""
"1473","Винница",600,"Junior Software Engineer",1.5,"PHP"
"1474","Киев",1500,"Software Engineer",1.5,"Java"
"1475","Киев",1800,"Senior QA engineer",3.5,""
"1476","Днепр.",1150,"Верстальщик",5,""
"1477","Киев",3500,"Project manager",10,""
"1478","Житомир",1000,"Senior Software Engineer",5.5,"Other"
"1479","Днепр.",5000,"Director of Engineering / Program Director",10,"C#/.NET"
"1480","Киев",1500,"Software Engineer",2.5,"Java"
"1481","Киев",2700,"Software Engineer",7,"Java"
"1482","Киев",3100,"Senior Software Engineer",5.5,"C++"
"1483","Киев",1250,"QA engineer",1.5,""
"1484","Киев",900,"Junior Software Engineer",1,"C#/.NET"
"1485","Киев",1300,"Senior QA engineer",2,""
"1486","Киев",1950,"Software Engineer",5,"Java"
"1487","Харьков",600,"Junior Software Engineer",0.5,"Objective-C"
"1488","Киев",2500,"QA Tech Lead",5,""
"1489","Киев",2900,"Senior Software Engineer",6,"C#/.NET"
"1490","Киев",1600,"Junior Software Engineer",3,"PHP"
"1491","Николаев",1500,"Senior Software Engineer",6,"C#/.NET"
"1492","Киев",2300,"Software Engineer",4,"PHP"
"1493","Севастополь",1200,"QA engineer",3,""
"1494","Киев",2700,"Software Engineer",5,"C#/.NET"
"1495","Днепр.",300,"Support",5,""
"1496","Симферополь",1000,"Software Engineer",3.5,"C#/.NET"
"1497","Киев",600,"Junior Software Engineer",0.75,"C#/.NET"
"1498","Днепр.",6000,"Project manager",10,""
"1499","Киев",1500,"Верстальщик",3,""
"1500","Черновцы",1300,"Software Engineer",5.5,"Java"
"1501","Одесса",1400,"Junior Software Engineer",1.5,"Java"
"1502","Запорожье",537.5,"Software Engineer",6,"C"
"1503","Киев",1500,"Senior QA engineer",5,""
"1504","Киев",3000,"System Architect",8,"C++"
"1505","Львов",2800,"Team lead",6,""
"1506","Киев",1400,"Software Engineer",1.5,"Delphi"
"1507","Житомир",1600,"Software Engineer",2.5,"Python"
"1508","Киев",2437.5,"System Architect",8,"Java"
"1509","Киев",1800,"Software Engineer",1.75,"Java"
"1510","Харьков",1500,"Бизнес-аналитик",2.5,""
"1511","Киев",625,"Junior Software Engineer",0.75,"Objective-C"
