"city","experience","salary","position","freq"
"Львів","Весь досвід","2500 - 3000","Recruiter",1
"Львів","Весь досвід","2500 - 3000","Research Engineer",1
"Львів","Весь досвід","2500 - 3000","Site Reliability Engineer",1
"Львів","Весь досвід","2500 - 3000","SysAdmin",2
"Львів","Весь досвід","2500 - 3000","System Analyst",1
"Львів","Весь досвід","2500 - 3000","UI / UX Designer",7
"Львів","Весь досвід","3000 - 3500","Animator",1
"Львів","Весь досвід","3000 - 3500","Business Analyst",7
"Львів","Весь досвід","3000 - 3500","Chief Marketing Officer (CMO)",1
"Львів","Весь досвід","3000 - 3500","Customer Success",1
"Львів","Весь досвід","3000 - 3500","Data Analyst",1
"Львів","Весь досвід","3000 - 3500","Data Engineer / Big Data Engineer",1
"Львів","Весь досвід","3000 - 3500","Data Scientist",3
"Львів","Весь досвід","3000 - 3500","DBA",1
"Львів","Весь досвід","3000 - 3500","Delivery Manager",1
"Львів","Весь досвід","3000 - 3500","DevOps Engineer",7
"Львів","Весь досвід","3000 - 3500","Director of Engineering",1
"Львів","Весь досвід","3000 - 3500","ERP/CRM",1
"Львів","Весь досвід","3000 - 3500","Game Developer",3
"Львів","Весь досвід","3000 - 3500","HR Director",3
"Львів","Весь досвід","3000 - 3500","HR Manager",2
"Львів","Весь досвід","3000 - 3500","Machine Learning Engineer",2
"Львів","Весь досвід","3000 - 3500","Other",2
"Львів","Весь досвід","3000 - 3500","Product Analyst",1
"Львів","Весь досвід","3000 - 3500","Product Owner",1
"Львів","Весь досвід","3000 - 3500","Program Manager",1
"Львів","Весь досвід","3000 - 3500","Project Manager",10
"Львів","Весь досвід","3000 - 3500","Research Engineer",1
"Львів","Весь досвід","3000 - 3500","Scrum Master",4
"Львів","Весь досвід","3000 - 3500","Sound Designer",1
"Львів","Весь досвід","3000 - 3500","Support",2
"Львів","Весь досвід","3000 - 3500","Talent Acquisition Manager",3
"Львів","Весь досвід","3000 - 3500","UI / UX Designer",2
"Львів","Весь досвід","3500 - 4000","3D Artist",2
"Львів","Весь досвід","3500 - 4000","Business Analyst",4
"Львів","Весь досвід","3500 - 4000","Data Engineer / Big Data Engineer",3
"Львів","Весь досвід","3500 - 4000","Data Scientist",1
"Львів","Весь досвід","3500 - 4000","DBA",1
"Львів","Весь досвід","3500 - 4000","DevOps Engineer",8
"Львів","Весь досвід","3500 - 4000","Game Developer",2
"Львів","Весь досвід","3500 - 4000","HR Director",1
"Львів","Весь досвід","3500 - 4000","PR Manager",1
"Львів","Весь досвід","3500 - 4000","Product Designer",3
"Львів","Весь досвід","3500 - 4000","Product Manager",2
"Львів","Весь досвід","3500 - 4000","Product Marketing Manager",1
"Львів","Весь досвід","3500 - 4000","Product Owner",1
"Львів","Весь досвід","3500 - 4000","Project Manager",5
"Львів","Весь досвід","3500 - 4000","Scrum Master",2
"Львів","Весь досвід","3500 - 4000","System Analyst",1
"Львів","Весь досвід","3500 - 4000","Talent Acquisition Manager",1
"Львів","Весь досвід","4000 - 4500","BI Analyst",1
"Львів","Весь досвід","4000 - 4500","Business Analyst",4
"Львів","Весь досвід","4000 - 4500","CEO, (co-) founder",1
"Львів","Весь досвід","4000 - 4500","Chief Marketing Officer (CMO)",1
"Львів","Весь досвід","4000 - 4500","Computer Vision Engineer",1
"Львів","Весь досвід","4000 - 4500","Data Engineer / Big Data Engineer",1
"Львів","Весь досвід","4000 - 4500","Data Scientist",1
"Львів","Весь досвід","4000 - 4500","DBA",1
"Львів","Весь досвід","4000 - 4500","Delivery Manager",3
"Львів","Весь досвід","4000 - 4500","DevOps Engineer",11
"Львів","Весь досвід","4000 - 4500","Game Developer",1
"Львів","Весь досвід","4000 - 4500","Machine Learning Engineer",1
"Львів","Весь досвід","4000 - 4500","Marketing Manager",1
"Львів","Весь досвід","4000 - 4500","Product Designer",1
"Львів","Весь досвід","4000 - 4500","Product Manager",2
"Львів","Весь досвід","4000 - 4500","Product Owner",1
"Львів","Весь досвід","4000 - 4500","Program Manager",2
"Львів","Весь досвід","4000 - 4500","Project Manager",6
"Львів","Весь досвід","4000 - 4500","Recruiter",1
"Львів","Весь досвід","4000 - 4500","Research Engineer",1
"Львів","Весь досвід","4000 - 4500","Scrum Master",4
"Львів","Весь досвід","4000 - 4500","Security Specialist",1
"Львів","Весь досвід","4000 - 4500","Support",1
"Львів","Весь досвід","4000 - 4500","UI / UX Designer",2
"Львів","Весь досвід","4500 - 5000","Business Analyst",4
"Львів","Весь досвід","4500 - 5000","Data Engineer / Big Data Engineer",4
"Львів","Весь досвід","4500 - 5000","DBA",1
"Львів","Весь досвід","4500 - 5000","Delivery Manager",2
"Львів","Весь досвід","4500 - 5000","DevOps Engineer",4
"Львів","Весь досвід","4500 - 5000","Digital Marketing Manager",2
"Львів","Весь досвід","4500 - 5000","Director of Engineering",1
"Львів","Весь досвід","4500 - 5000","Product Designer",1
"Львів","Весь досвід","4500 - 5000","Product Manager",1
"Львів","Весь досвід","4500 - 5000","Program Manager",2
"Львів","Весь досвід","4500 - 5000","Project Manager",3
"Львів","Весь досвід","4500 - 5000","Scrum Master",2
"Львів","Весь досвід","4500 - 5000","Site Reliability Engineer",1
"Львів","Весь досвід","4500 - 5000","UI / UX Designer",1
"Львів","Весь досвід","500 - 1000","2D Artist",1
"Львів","Весь досвід","500 - 1000","3D Artist",1
"Львів","Весь досвід","500 - 1000","BI Analyst",1
"Львів","Весь досвід","500 - 1000","Business Analyst",14
"Львів","Весь досвід","500 - 1000","Chief Marketing Officer (CMO)",1
"Львів","Весь досвід","500 - 1000","Computer Vision Engineer",2
"Львів","Весь досвід","500 - 1000","Customer Success",2
"Львів","Весь досвід","500 - 1000","Data Analyst",6
"Львів","Весь досвід","500 - 1000","Data Engineer / Big Data Engineer",3
"Львів","Весь досвід","500 - 1000","Data Scientist",2
"Львів","Весь досвід","500 - 1000","Designer",1
"Львів","Весь досвід","500 - 1000","DevOps Engineer",7
"Львів","Весь досвід","500 - 1000","Digital Marketing Manager",1
"Львів","Весь досвід","500 - 1000","Employer Brand Manager",4
"Львів","Весь досвід","500 - 1000","ERP/CRM",1
"Львів","Весь досвід","500 - 1000","Game Designer",2
"Львів","Весь досвід","500 - 1000","Game Developer",7
"Львів","Весь досвід","500 - 1000","Graphic Designer",2
"Львів","Весь досвід","500 - 1000","Hardware Engineer",1
"Львів","Весь досвід","500 - 1000","HR Business Partner",1
"Львів","Весь досвід","500 - 1000","HR Manager",8
"Львів","Весь досвід","500 - 1000","HTML Coder",2
"Львів","Весь досвід","500 - 1000","Marketing Manager",1
"Львів","Весь досвід","500 - 1000","Other",1
"Львів","Весь досвід","500 - 1000","People partner / Happiness manager",2
"Львів","Весь досвід","500 - 1000","PR Manager",1
"Львів","Весь досвід","500 - 1000","Product Manager",3
"Львів","Весь досвід","500 - 1000","Project Manager",9
"Львів","Весь досвід","500 - 1000","Recruiter",17
"Львів","Весь досвід","500 - 1000","Sales Manager",7
"Львів","Весь досвід","500 - 1000","Scrum Master",1
"Львів","Весь досвід","500 - 1000","Security Specialist",3
"Львів","Весь досвід","500 - 1000","SMM Manager",1
"Львів","Весь досвід","500 - 1000","Support",15
"Львів","Весь досвід","500 - 1000","SysAdmin",7
"Львів","Весь досвід","500 - 1000","System Analyst",1
"Львів","Весь досвід","500 - 1000","Talent Acquisition Manager",2
"Львів","Весь досвід","500 - 1000","Talent Researcher / Sourcer",8
"Львів","Весь досвід","500 - 1000","Technical writer",2
"Львів","Весь досвід","500 - 1000","UI / UX Designer",7
"Львів","Весь досвід","500 - 1000","Web Designer",1
"Львів","Весь досвід","5000 - 5500","Business Analyst",3
"Львів","Весь досвід","5000 - 5500","CEO, (co-) founder",3
"Львів","Весь досвід","5000 - 5500","CTO",2
"Львів","Весь досвід","5000 - 5500","Data Engineer / Big Data Engineer",2
"Львів","Весь досвід","5000 - 5500","Data Scientist",2
"Львів","Весь досвід","5000 - 5500","Delivery Manager",2
"Львів","Весь досвід","5000 - 5500","DevOps Engineer",6
"Львів","Весь досвід","5000 - 5500","ERP/CRM",1
"Львів","Весь досвід","5000 - 5500","HR Director",2
"Львів","Весь досвід","5000 - 5500","Product Analyst",2
"Львів","Весь досвід","5000 - 5500","Product Manager",1
"Львів","Весь досвід","5000 - 5500","Product Owner",2
"Львів","Весь досвід","5000 - 5500","Program Manager",2
"Львів","Весь досвід","5000 - 5500","Project Manager",1
"Львів","Весь досвід","5000 - 5500","Site Reliability Engineer",1
"Львів","Весь досвід","5000 - 5500","Talent Acquisition Manager",2
"Львів","Весь досвід","5000 - 5500","UI / UX Designer",2
"Львів","Весь досвід","5500 - 6000","Business Analyst",1
"Львів","Весь досвід","5500 - 6000","Customer Success",1
"Львів","Весь досвід","5500 - 6000","Data Scientist",1
"Львів","Весь досвід","5500 - 6000","DBA",1
"Львів","Весь досвід","5500 - 6000","Delivery Manager",4
"Львів","Весь досвід","5500 - 6000","DevOps Engineer",6
"Львів","Весь досвід","5500 - 6000","Director of Engineering",2
"Львів","Весь досвід","5500 - 6000","Employer Brand Manager",1
"Львів","Весь досвід","5500 - 6000","Product Manager",2
"Львів","Весь досвід","5500 - 6000","Program Manager",1
"Львів","Весь досвід","5500 - 6000","Project Manager",3
"Львів","Весь досвід","5500 - 6000","Site Reliability Engineer",1
"Львів","Весь досвід","5500 - 6000","UI / UX Designer",1
"Львів","Весь досвід","6000 - 6500","Business Analyst",2
"Львів","Весь досвід","6000 - 6500","CTO",1
"Львів","Весь досвід","6000 - 6500","Data Engineer / Big Data Engineer",2
"Львів","Весь досвід","6000 - 6500","Data Scientist",1
"Львів","Весь досвід","6000 - 6500","Delivery Manager",2
"Львів","Весь досвід","6000 - 6500","DevOps Engineer",6
"Львів","Весь досвід","6000 - 6500","Director of Engineering",1
"Львів","Весь досвід","6000 - 6500","Machine Learning Engineer",1
"Львів","Весь досвід","6000 - 6500","Product Analyst",1
"Львів","Весь досвід","6000 - 6500","Product Manager",1
"Львів","Весь досвід","6000 - 6500","Program Manager",1
"Львів","Весь досвід","6000 - 6500","Project Manager",1
"Львів","Весь досвід","6000 - 6500","Site Reliability Engineer",1
"Львів","Весь досвід","6500 +","Business Analyst",1
"Львів","Весь досвід","6500 +","CEO, (co-) founder",3
"Львів","Весь досвід","6500 +","CTO",1
"Львів","Весь досвід","6500 +","Customer Success",1
"Львів","Весь досвід","6500 +","Data Engineer / Big Data Engineer",4
"Львів","Весь досвід","6500 +","Data Scientist",2
"Львів","Весь досвід","6500 +","Delivery Manager",2
"Львів","Весь досвід","6500 +","DevOps Engineer",8
"Львів","Весь досвід","6500 +","Director of Engineering",2
"Львів","Весь досвід","6500 +","Machine Learning Engineer",3
"Львів","Весь досвід","6500 +","Product Designer",2
"Львів","Весь досвід","6500 +","Product Manager",2
"Львів","Весь досвід","6500 +","Product Owner",2
"Львів","Весь досвід","6500 +","Program Director",5
"Львів","Весь досвід","6500 +","Program Manager",1
"Львів","Весь досвід","6500 +","Project Manager",3
"Львів","Весь досвід","6500 +","Research Engineer",2
"Львів","Весь досвід","6500 +","Security Specialist",1
"Львів","Весь досвід","6500 +","Site Reliability Engineer",4
"Одеса","Весь досвід","0 - 500","HR Director",1
"Одеса","Весь досвід","0 - 500","Project Manager",1
"Одеса","Весь досвід","0 - 500","Recruiter",2
"Одеса","Весь досвід","0 - 500","Support",1
"Одеса","Весь досвід","0 - 500","Talent Researcher / Sourcer",3
"Одеса","Весь досвід","0 - 500","UI / UX Designer",1
"Одеса","Весь досвід","1000 - 1500","2D Artist",1
"Одеса","Весь досвід","1000 - 1500","Business Analyst",2
"Одеса","Весь досвід","1000 - 1500","Data Scientist",1
"Одеса","Весь досвід","1000 - 1500","DevOps Engineer",1
"Одеса","Весь досвід","1000 - 1500","Employer Brand Manager",1
"Одеса","Весь досвід","1000 - 1500","ERP/CRM",1
"Одеса","Весь досвід","1000 - 1500","Game Developer",1
"Одеса","Весь досвід","1000 - 1500","Graphic Designer",1
"Одеса","Весь досвід","1000 - 1500","HR Manager",1
"Одеса","Весь досвід","1000 - 1500","HTML Coder",1
"Одеса","Весь досвід","1000 - 1500","Product Owner",1
"Одеса","Весь досвід","1000 - 1500","Project Manager",4
"Одеса","Весь досвід","1000 - 1500","Recruiter",3
"Одеса","Весь досвід","1000 - 1500","Security Specialist",1
"Одеса","Весь досвід","1000 - 1500","SysAdmin",1
"Одеса","Весь досвід","1000 - 1500","UI / UX Designer",1
"Одеса","Весь досвід","1500 - 2000","Designer",1
"Одеса","Весь досвід","1500 - 2000","DevOps Engineer",2
"Одеса","Весь досвід","1500 - 2000","Game Developer",1
"Одеса","Весь досвід","1500 - 2000","HR Manager",1
"Одеса","Весь досвід","1500 - 2000","HTML Coder",1
"Одеса","Весь досвід","1500 - 2000","Marketing Manager",1
"Одеса","Весь досвід","1500 - 2000","Project Manager",4
"Одеса","Весь досвід","1500 - 2000","Sales Manager",1
"Одеса","Весь досвід","1500 - 2000","Support",1
"Одеса","Весь досвід","1500 - 2000","UI / UX Designer",2
"Одеса","Весь досвід","2000 - 2500","Account Manager",1
"Одеса","Весь досвід","2000 - 2500","DevOps Engineer",3
"Одеса","Весь досвід","2000 - 2500","Digital Marketing Manager",1
"Одеса","Весь досвід","2000 - 2500","Game Developer",1
"Одеса","Весь досвід","2000 - 2500","HR Manager",2
"Одеса","Весь досвід","2000 - 2500","Product Manager",1
"Одеса","Весь досвід","2000 - 2500","Product Owner",1
"Одеса","Весь досвід","2000 - 2500","Project Manager",2
"Одеса","Весь досвід","2000 - 2500","Scrum Master",2
"Одеса","Весь досвід","2000 - 2500","Talent Acquisition Manager",1
"Одеса","Весь досвід","2500 - 3000","2D Artist",2
"Одеса","Весь досвід","2500 - 3000","Data Analyst",1
"Одеса","Весь досвід","2500 - 3000","DevOps Engineer",1
"Одеса","Весь досвід","2500 - 3000","Project Manager",1
"Одеса","Весь досвід","2500 - 3000","Recruiter",2
"Одеса","Весь досвід","2500 - 3000","Scrum Master",1
"Одеса","Весь досвід","2500 - 3000","Support",1
"Одеса","Весь досвід","2500 - 3000","UI / UX Designer",1
"Одеса","Весь досвід","3000 - 3500","Business Analyst",1
"Одеса","Весь досвід","3000 - 3500","CEO, (co-) founder",1
"Одеса","Весь досвід","3000 - 3500","Director of Engineering",1
"Одеса","Весь досвід","3000 - 3500","Product Designer",1
"Одеса","Весь досвід","3000 - 3500","Program Manager",1
"Одеса","Весь досвід","3000 - 3500","Scrum Master",1
"Одеса","Весь досвід","3500 - 4000","BI Analyst",1
"Одеса","Весь досвід","3500 - 4000","Business Analyst",2
"Одеса","Весь досвід","3500 - 4000","CTO",1
"Одеса","Весь досвід","3500 - 4000","Data Scientist",1
"Одеса","Весь досвід","3500 - 4000","PPC Specialist",1
"Одеса","Весь досвід","3500 - 4000","Project Manager",1
"Одеса","Весь досвід","3500 - 4000","Site Reliability Engineer",1
"Одеса","Весь досвід","4000 - 4500","Business Analyst",1
"Одеса","Весь досвід","4000 - 4500","Product Designer",1
"Одеса","Весь досвід","4000 - 4500","UI / UX Designer",1
"Одеса","Весь досвід","4500 - 5000","Delivery Manager",1
"Одеса","Весь досвід","4500 - 5000","DevOps Engineer",1
"Одеса","Весь досвід","4500 - 5000","Program Director",1
"Одеса","Весь досвід","4500 - 5000","Project Manager",2
"Одеса","Весь досвід","4500 - 5000","UI / UX Designer",1
"Одеса","Весь досвід","500 - 1000","2D Artist",1
"Одеса","Весь досвід","500 - 1000","Data Scientist",2
"Одеса","Весь досвід","500 - 1000","ERP/CRM",1
"Одеса","Весь досвід","500 - 1000","Game Designer",1
"Одеса","Весь досвід","500 - 1000","Game Developer",1
"Одеса","Весь досвід","500 - 1000","Hardware Engineer",1
"Одеса","Весь досвід","500 - 1000","HR Manager",1
"Одеса","Весь досвід","500 - 1000","HTML Coder",3
"Одеса","Весь досвід","500 - 1000","Marketing Manager",1
"Одеса","Весь досвід","500 - 1000","Other",1
"Одеса","Весь досвід","500 - 1000","Project Manager",2
"Одеса","Весь досвід","500 - 1000","Recruiter",4
"Одеса","Весь досвід","500 - 1000","Sales Manager",1
"Одеса","Весь досвід","500 - 1000","SEO Specialist",1
"Одеса","Весь досвід","500 - 1000","Support",2
"Одеса","Весь досвід","500 - 1000","SysAdmin",1
"Одеса","Весь досвід","500 - 1000","UI / UX Designer",1
"Одеса","Весь досвід","500 - 1000","Web Designer",1
"Одеса","Весь досвід","5000 - 5500","Game Developer",1
"Одеса","Весь досвід","5000 - 5500","Program Manager",1
"Одеса","Весь досвід","5500 - 6000","Delivery Manager",1
"Одеса","Весь досвід","6000 - 6500","CTO",1
"Одеса","Весь досвід","6000 - 6500","Delivery Manager",1
"Одеса","Весь досвід","6000 - 6500","DevOps Engineer",2
"Одеса","Весь досвід","6500 +","DevOps Engineer",2
"Одеса","Весь досвід","6500 +","Program Director",1
"Харків","Весь досвід","0 - 500","Project Manager",1
"Харків","Весь досвід","0 - 500","UI / UX Designer",2
"Харків","Весь досвід","1000 - 1500","Business Analyst",3
"Харків","Весь досвід","1000 - 1500","DevOps Engineer",1
"Харків","Весь досвід","1000 - 1500","Digital Marketing Manager",1
"Харків","Весь досвід","1000 - 1500","Employer Brand Manager",1
"Харків","Весь досвід","1000 - 1500","Game Designer",1
"Харків","Весь досвід","1000 - 1500","Game Developer",1
"Харків","Весь досвід","1000 - 1500","HR Manager",2
"Харків","Весь досвід","1000 - 1500","Marketing Manager",1
"Харків","Весь досвід","1000 - 1500","Product Designer",1
"Харків","Весь досвід","1000 - 1500","Recruiter",2
"Харків","Весь досвід","1000 - 1500","Technical writer",1
"Харків","Весь досвід","1500 - 2000","Business Analyst",1
"Харків","Весь досвід","1500 - 2000","Data Analyst",2
"Харків","Весь досвід","1500 - 2000","DevOps Engineer",1
"Харків","Весь досвід","1500 - 2000","HTML Coder",1
"Харків","Весь досвід","1500 - 2000","Machine Learning Engineer",1
"Харків","Весь досвід","1500 - 2000","Product Owner",1
"Харків","Весь досвід","1500 - 2000","Project Manager",1
"Харків","Весь досвід","2000 - 2500","Business Analyst",2
"Харків","Весь досвід","2000 - 2500","DevOps Engineer",2
"Харків","Весь досвід","2000 - 2500","Recruiter",2
"Харків","Весь досвід","2000 - 2500","Technical Artist",1
"Харків","Весь досвід","2500 - 3000","Business Analyst",1
"Харків","Весь досвід","2500 - 3000","Data Analyst",1
"Харків","Весь досвід","2500 - 3000","Project Manager",1
"Харків","Весь досвід","2500 - 3000","Talent Acquisition Manager",1
"Харків","Весь досвід","2500 - 3000","UI / UX Designer",1
"Харків","Весь досвід","3000 - 3500","Product Manager",1
"Харків","Весь досвід","3500 - 4000","Computer Vision Engineer",1
"Харків","Весь досвід","3500 - 4000","Data Scientist",1
"Харків","Весь досвід","3500 - 4000","Delivery Manager",1
"Харків","Весь досвід","3500 - 4000","Scrum Master",1
"Харків","Весь досвід","3500 - 4000","Security Specialist",1
"Харків","Весь досвід","4000 - 4500","Business Analyst",1
"Харків","Весь досвід","4500 - 5000","CEO, (co-) founder",1
"Харків","Весь досвід","4500 - 5000","DBA",1
"Харків","Весь досвід","4500 - 5000","Project Manager",1
"Харків","Весь досвід","4500 - 5000","UI / UX Designer",1
"Харків","Весь досвід","500 - 1000","2D Artist",1
"Харків","Весь досвід","500 - 1000","Business Analyst",1
"Харків","Весь досвід","500 - 1000","Customer Success",3
"Харків","Весь досвід","500 - 1000","Data Engineer / Big Data Engineer",1
"Харків","Весь досвід","500 - 1000","DevOps Engineer",2
"Харків","Весь досвід","500 - 1000","Game Developer",1
"Харків","Весь досвід","500 - 1000","Graphic Designer",1
"Харків","Весь досвід","500 - 1000","Hardware Engineer",1
"Харків","Весь досвід","500 - 1000","HR Manager",2
"Харків","Весь досвід","500 - 1000","HTML Coder",1
"Харків","Весь досвід","500 - 1000","PR Manager",1
"Харків","Весь досвід","500 - 1000","Project Manager",2
"Харків","Весь досвід","500 - 1000","Sales Manager",2
"Харків","Весь досвід","500 - 1000","Scrum Master",1
"Харків","Весь досвід","500 - 1000","SEO Specialist",2
"Харків","Весь досвід","500 - 1000","Support",1
"Харків","Весь досвід","500 - 1000","Talent Researcher / Sourcer",2
"Харків","Весь досвід","500 - 1000","Technical writer",1
"Харків","Весь досвід","5000 - 5500","CEO, (co-) founder",1
"Харків","Весь досвід","5000 - 5500","Computer Vision Engineer",1
"Вінниця","1-3 роки","0 - 500","Всі",5
"Вінниця","1-3 роки","1000 - 1500","Всі",16
"Вінниця","1-3 роки","1500 - 2000","Всі",8
"Вінниця","1-3 роки","2000 - 2500","Всі",10
"Вінниця","1-3 роки","2500 - 3000","Всі",5
"Вінниця","1-3 роки","3000 - 3500","Всі",5
"Вінниця","1-3 роки","3500 - 4000","Всі",2
"Вінниця","1-3 роки","4000 - 4500","Всі",2
"Вінниця","1-3 роки","4500 - 5000","Всі",1
"Вінниця","1-3 роки","500 - 1000","Всі",12
"Вінниця","1-3 роки","5000 - 5500","Всі",1
"Вінниця","1-3 роки","5500 - 6000","Всі",1
"Вінниця","10+ років","2500 - 3000","Всі",1
"Вінниця","10+ років","3000 - 3500","Всі",1
"Вінниця","10+ років","4000 - 4500","Всі",1
"Вінниця","10+ років","4500 - 5000","Всі",1
"Вінниця","10+ років","5500 - 6000","Всі",2
"Вінниця","10+ років","6500 +","Всі",2
"Вінниця","15  і більше років","1000 - 1500","Всі",1
"Вінниця","15  і більше років","3000 - 3500","Всі",1
"Вінниця","15  і більше років","4000 - 4500","Всі",1
"Вінниця","15  і більше років","6500 +","Всі",1
"Вінниця","4-6 років","0 - 500","Всі",1
"Вінниця","4-6 років","1000 - 1500","Всі",6
"Вінниця","4-6 років","1500 - 2000","Всі",3
"Вінниця","4-6 років","2000 - 2500","Всі",7
"Вінниця","4-6 років","2500 - 3000","Всі",3
"Вінниця","4-6 років","3000 - 3500","Всі",3
"Вінниця","4-6 років","3500 - 4000","Всі",4
"Вінниця","4-6 років","4000 - 4500","Всі",2
"Вінниця","4-6 років","4500 - 5000","Всі",2
"Вінниця","4-6 років","500 - 1000","Всі",4
"Вінниця","4-6 років","5000 - 5500","Всі",3
"Вінниця","4-6 років","5500 - 6000","Всі",2
"Вінниця","4-6 років","6000 - 6500","Всі",1
"Вінниця","4-6 років","6500 +","Всі",2
"Вінниця","7-10 років","1000 - 1500","Всі",2
"Вінниця","7-10 років","1500 - 2000","Всі",2
"Вінниця","7-10 років","2500 - 3000","Всі",2
"Вінниця","7-10 років","3000 - 3500","Всі",1
"Вінниця","7-10 років","4000 - 4500","Всі",2
"Вінниця","7-10 років","4500 - 5000","Всі",2
"Вінниця","7-10 років","500 - 1000","Всі",2
"Вінниця","7-10 років","5000 - 5500","Всі",3
"Вінниця","7-10 років","6000 - 6500","Всі",1
"Вінниця","7-10 років","6500 +","Всі",1
"Вінниця","До року","0 - 500","Всі",4
"Вінниця","До року","1000 - 1500","Всі",5
"Вінниця","До року","1500 - 2000","Всі",2
"Вінниця","До року","2000 - 2500","Всі",1
"Вінниця","До року","500 - 1000","Всі",10
"Дніпро","1-3 роки","0 - 500","Всі",7
"Дніпро","1-3 роки","1000 - 1500","Всі",30
"Дніпро","1-3 роки","1500 - 2000","Всі",15
"Дніпро","1-3 роки","2000 - 2500","Всі",11
"Дніпро","1-3 роки","2500 - 3000","Всі",5
"Дніпро","1-3 роки","3000 - 3500","Всі",3
"Дніпро","1-3 роки","3500 - 4000","Всі",1
"Дніпро","1-3 роки","4000 - 4500","Всі",2
"Дніпро","1-3 роки","500 - 1000","Всі",38
"Дніпро","1-3 роки","5000 - 5500","Всі",2
"Дніпро","1-3 роки","5500 - 6000","Всі",1
"Дніпро","1-3 роки","6000 - 6500","Всі",1
"Дніпро","1-3 роки","6500 +","Всі",1
"Дніпро","10+ років","0 - 500","Всі",1
"Дніпро","10+ років","1000 - 1500","Всі",1
"Дніпро","10+ років","2000 - 2500","Всі",1
"Дніпро","10+ років","3000 - 3500","Всі",1
"Дніпро","10+ років","3500 - 4000","Всі",2
"Дніпро","10+ років","4000 - 4500","Всі",1
"Дніпро","15  і більше років","0 - 500","Всі",1
"Дніпро","15  і більше років","1000 - 1500","Всі",2
"Дніпро","15  і більше років","2500 - 3000","Всі",1
"Дніпро","15  і більше років","500 - 1000","Всі",1
"Дніпро","15  і більше років","5000 - 5500","Всі",1
"Дніпро","15  і більше років","6000 - 6500","Всі",1
"Дніпро","15  і більше років","6500 +","Всі",2
"Дніпро","4-6 років","0 - 500","Всі",1
"Дніпро","4-6 років","1000 - 1500","Всі",7
"Дніпро","4-6 років","1500 - 2000","Всі",14
"Дніпро","4-6 років","2000 - 2500","Всі",5
"Дніпро","4-6 років","2500 - 3000","Всі",5
"Дніпро","4-6 років","3000 - 3500","Всі",6
"Дніпро","4-6 років","3500 - 4000","Всі",5
"Дніпро","4-6 років","4000 - 4500","Всі",4
"Дніпро","4-6 років","4500 - 5000","Всі",3
"Дніпро","4-6 років","500 - 1000","Всі",9
"Дніпро","4-6 років","5000 - 5500","Всі",1
"Дніпро","4-6 років","6500 +","Всі",1
"Дніпро","7-10 років","1000 - 1500","Всі",1
"Дніпро","7-10 років","1500 - 2000","Всі",4
"Дніпро","7-10 років","2000 - 2500","Всі",3
"Дніпро","7-10 років","3000 - 3500","Всі",3
"Дніпро","7-10 років","3500 - 4000","Всі",1
"Дніпро","7-10 років","4000 - 4500","Всі",2
"Дніпро","7-10 років","4500 - 5000","Всі",2
"Дніпро","7-10 років","500 - 1000","Всі",8
"Дніпро","7-10 років","5500 - 6000","Всі",1
"Дніпро","7-10 років","6500 +","Всі",1
"Дніпро","До року","0 - 500","Всі",2
"Дніпро","До року","1000 - 1500","Всі",2
"Дніпро","До року","1500 - 2000","Всі",2
"Дніпро","До року","2000 - 2500","Всі",1
"Дніпро","До року","3000 - 3500","Всі",1
"Дніпро","До року","4000 - 4500","Всі",1
"Дніпро","До року","500 - 1000","Всі",10
"Івано-Франківськ","1-3 роки","0 - 500","Всі",3
"Івано-Франківськ","1-3 роки","1000 - 1500","Всі",20
"Івано-Франківськ","1-3 роки","1500 - 2000","Всі",21
"Івано-Франківськ","1-3 роки","2000 - 2500","Всі",8
"Івано-Франківськ","1-3 роки","2500 - 3000","Всі",7
"Івано-Франківськ","1-3 роки","3000 - 3500","Всі",3
"Івано-Франківськ","1-3 роки","3500 - 4000","Всі",3
"Івано-Франківськ","1-3 роки","4000 - 4500","Всі",2
"Івано-Франківськ","1-3 роки","4500 - 5000","Всі",1
"Івано-Франківськ","1-3 роки","500 - 1000","Всі",28
"Івано-Франківськ","1-3 роки","5000 - 5500","Всі",4
"Івано-Франківськ","1-3 роки","6000 - 6500","Всі",3
"Івано-Франківськ","1-3 роки","6500 +","Всі",2
"Івано-Франківськ","10+ років","2000 - 2500","Всі",1
"Івано-Франківськ","10+ років","4000 - 4500","Всі",2
"Івано-Франківськ","10+ років","4500 - 5000","Всі",1
"Івано-Франківськ","10+ років","5000 - 5500","Всі",2
"Івано-Франківськ","15  і більше років","2500 - 3000","Всі",1
"Івано-Франківськ","15  і більше років","500 - 1000","Всі",1
"Івано-Франківськ","15  і більше років","5000 - 5500","Всі",2
"Івано-Франківськ","15  і більше років","5500 - 6000","Всі",1
"Івано-Франківськ","15  і більше років","6500 +","Всі",1
"Івано-Франківськ","4-6 років","0 - 500","Всі",1
"Івано-Франківськ","4-6 років","1000 - 1500","Всі",9
"Івано-Франківськ","4-6 років","1500 - 2000","Всі",9
"Івано-Франківськ","4-6 років","2000 - 2500","Всі",6
"Івано-Франківськ","4-6 років","2500 - 3000","Всі",7
"Івано-Франківськ","4-6 років","3000 - 3500","Всі",1
"Івано-Франківськ","4-6 років","3500 - 4000","Всі",10
"Івано-Франківськ","4-6 років","4000 - 4500","Всі",4
"Івано-Франківськ","4-6 років","4500 - 5000","Всі",3
