"city","experience","salary","position","specialisation","freq"
"Одеса","Total","4000 - 4500","Team Lead","Всі спеціалізації",1
"Одеса","Total","4500 - 5000","Senior","Всі спеціалізації",2
"Одеса","Total","4500 - 5000","Tech Lead","Всі спеціалізації",1
"Одеса","Total","500 - 1000","Junior","Всі спеціалізації",12
"Одеса","Total","500 - 1000","Middle","Всі спеціалізації",4
"Одеса","Total","5000 - 5500","Senior","Всі спеціалізації",1
"Харків","Total","0 - 500","Junior","Всі спеціалізації",2
"Харків","Total","1000 - 1500","Junior","Всі спеціалізації",1
"Харків","Total","1000 - 1500","Middle","Всі спеціалізації",8
"Харків","Total","1500 - 2000","Junior","Всі спеціалізації",1
"Харків","Total","1500 - 2000","Middle","Всі спеціалізації",8
"Харків","Total","1500 - 2000","Senior","Всі спеціалізації",1
"Харків","Total","2000 - 2500","Middle","Всі спеціалізації",7
"Харків","Total","2000 - 2500","Senior","Всі спеціалізації",2
"Харків","Total","2000 - 2500","Team Lead","Всі спеціалізації",2
"Харків","Total","2500 - 3000","Middle","Всі спеціалізації",2
"Харків","Total","2500 - 3000","Senior","Всі спеціалізації",1
"Харків","Total","3000 - 3500","Senior","Всі спеціалізації",2
"Харків","Total","3500 - 4000","Senior","Всі спеціалізації",4
"Харків","Total","4000 - 4500","Tech Lead","Всі спеціалізації",1
"Харків","Total","500 - 1000","Junior","Всі спеціалізації",14
"Харків","Total","500 - 1000","Middle","Всі спеціалізації",5
"Харків","Total","6500 +","Senior","Всі спеціалізації",1
"Харків","Total",NA,"Intern/Trainee","Всі спеціалізації",1
"Вінниця","1-3 роки","0 - 500","Всі посади","Всі спеціалізації",1
"Вінниця","1-3 роки","1000 - 1500","Всі посади","Всі спеціалізації",17
"Вінниця","1-3 роки","1500 - 2000","Всі посади","Всі спеціалізації",9
"Вінниця","1-3 роки","2000 - 2500","Всі посади","Всі спеціалізації",2
"Вінниця","1-3 роки","2500 - 3000","Всі посади","Всі спеціалізації",4
"Вінниця","1-3 роки","3000 - 3500","Всі посади","Всі спеціалізації",1
"Вінниця","1-3 роки","500 - 1000","Всі посади","Всі спеціалізації",15
"Вінниця","10+ років","1500 - 2000","Всі посади","Всі спеціалізації",1
"Вінниця","10+ років","2000 - 2500","Всі посади","Всі спеціалізації",1
"Вінниця","10+ років","3000 - 3500","Всі посади","Всі спеціалізації",1
"Вінниця","10+ років","4500 - 5000","Всі посади","Всі спеціалізації",1
"Вінниця","10+ років","5500 - 6000","Всі посади","Всі спеціалізації",1
"Вінниця","10+ років","6500 +","Всі посади","Всі спеціалізації",2
"Вінниця","4-6 років","1000 - 1500","Всі посади","Всі спеціалізації",2
"Вінниця","4-6 років","1500 - 2000","Всі посади","Всі спеціалізації",1
"Вінниця","4-6 років","2000 - 2500","Всі посади","Всі спеціалізації",6
"Вінниця","4-6 років","2500 - 3000","Всі посади","Всі спеціалізації",7
"Вінниця","4-6 років","3000 - 3500","Всі посади","Всі спеціалізації",4
"Вінниця","4-6 років","3500 - 4000","Всі посади","Всі спеціалізації",5
"Вінниця","4-6 років","4000 - 4500","Всі посади","Всі спеціалізації",2
"Вінниця","4-6 років","4500 - 5000","Всі посади","Всі спеціалізації",2
"Вінниця","4-6 років","500 - 1000","Всі посади","Всі спеціалізації",1
"Вінниця","4-6 років","6500 +","Всі посади","Всі спеціалізації",1
"Вінниця","7-10 років","1000 - 1500","Всі посади","Всі спеціалізації",1
"Вінниця","7-10 років","1500 - 2000","Всі посади","Всі спеціалізації",2
"Вінниця","7-10 років","2000 - 2500","Всі посади","Всі спеціалізації",1
"Вінниця","7-10 років","2500 - 3000","Всі посади","Всі спеціалізації",2
"Вінниця","7-10 років","3500 - 4000","Всі посади","Всі спеціалізації",6
"Вінниця","7-10 років","4000 - 4500","Всі посади","Всі спеціалізації",2
"Вінниця","7-10 років","4500 - 5000","Всі посади","Всі спеціалізації",1
"Вінниця","7-10 років","5000 - 5500","Всі посади","Всі спеціалізації",2
"Вінниця","До року","0 - 500","Всі посади","Всі спеціалізації",2
"Вінниця","До року","1500 - 2000","Всі посади","Всі спеціалізації",1
"Вінниця","До року","500 - 1000","Всі посади","Всі спеціалізації",8
"Дніпро","1-3 роки","1000 - 1500","Всі посади","Всі спеціалізації",11
"Дніпро","1-3 роки","1500 - 2000","Всі посади","Всі спеціалізації",8
"Дніпро","1-3 роки","2000 - 2500","Всі посади","Всі спеціалізації",5
"Дніпро","1-3 роки","2500 - 3000","Всі посади","Всі спеціалізації",5
"Дніпро","1-3 роки","3000 - 3500","Всі посади","Всі спеціалізації",1
"Дніпро","1-3 роки","3500 - 4000","Всі посади","Всі спеціалізації",1
"Дніпро","1-3 роки","500 - 1000","Всі посади","Всі спеціалізації",16
"Дніпро","10+ років","2000 - 2500","Всі посади","Всі спеціалізації",1
"Дніпро","10+ років","3000 - 3500","Всі посади","Всі спеціалізації",2
"Дніпро","10+ років","3500 - 4000","Всі посади","Всі спеціалізації",3
"Дніпро","10+ років","4000 - 4500","Всі посади","Всі спеціалізації",1
"Дніпро","10+ років","4500 - 5000","Всі посади","Всі спеціалізації",2
"Дніпро","4-6 років","1000 - 1500","Всі посади","Всі спеціалізації",2
"Дніпро","4-6 років","1500 - 2000","Всі посади","Всі спеціалізації",3
"Дніпро","4-6 років","2000 - 2500","Всі посади","Всі спеціалізації",13
"Дніпро","4-6 років","2500 - 3000","Всі посади","Всі спеціалізації",4
"Дніпро","4-6 років","3000 - 3500","Всі посади","Всі спеціалізації",6
"Дніпро","4-6 років","3500 - 4000","Всі посади","Всі спеціалізації",4
"Дніпро","4-6 років","4000 - 4500","Всі посади","Всі спеціалізації",2
"Дніпро","4-6 років","4500 - 5000","Всі посади","Всі спеціалізації",1
"Дніпро","4-6 років","500 - 1000","Всі посади","Всі спеціалізації",2
"Дніпро","4-6 років","6500 +","Всі посади","Всі спеціалізації",1
"Дніпро","7-10 років","1000 - 1500","Всі посади","Всі спеціалізації",1
"Дніпро","7-10 років","1500 - 2000","Всі посади","Всі спеціалізації",2
"Дніпро","7-10 років","2500 - 3000","Всі посади","Всі спеціалізації",3
"Дніпро","7-10 років","3000 - 3500","Всі посади","Всі спеціалізації",5
"Дніпро","7-10 років","3500 - 4000","Всі посади","Всі спеціалізації",4
"Дніпро","7-10 років","4000 - 4500","Всі посади","Всі спеціалізації",3
"Дніпро","7-10 років","5000 - 5500","Всі посади","Всі спеціалізації",1
"Дніпро","До року","0 - 500","Всі посади","Всі спеціалізації",4
"Дніпро","До року","1000 - 1500","Всі посади","Всі спеціалізації",1
"Дніпро","До року","500 - 1000","Всі посади","Всі спеціалізації",9
"Івано-Франківськ","1-3 роки","0 - 500","Всі посади","Всі спеціалізації",3
"Івано-Франківськ","1-3 роки","1000 - 1500","Всі посади","Всі спеціалізації",13
"Івано-Франківськ","1-3 роки","1500 - 2000","Всі посади","Всі спеціалізації",6
"Івано-Франківськ","1-3 роки","2000 - 2500","Всі посади","Всі спеціалізації",4
"Івано-Франківськ","1-3 роки","2500 - 3000","Всі посади","Всі спеціалізації",4
"Івано-Франківськ","1-3 роки","3000 - 3500","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","1-3 роки","500 - 1000","Всі посади","Всі спеціалізації",16
"Івано-Франківськ","10+ років","2000 - 2500","Всі посади","Всі спеціалізації",3
"Івано-Франківськ","10+ років","4000 - 4500","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","10+ років","5500 - 6000","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","10+ років","6500 +","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","4-6 років","0 - 500","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","4-6 років","1000 - 1500","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","4-6 років","1500 - 2000","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","4-6 років","2000 - 2500","Всі посади","Всі спеціалізації",5
"Івано-Франківськ","4-6 років","2500 - 3000","Всі посади","Всі спеціалізації",2
"Івано-Франківськ","4-6 років","3000 - 3500","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","4-6 років","3500 - 4000","Всі посади","Всі спеціалізації",4
"Івано-Франківськ","4-6 років","4000 - 4500","Всі посади","Всі спеціалізації",3
"Івано-Франківськ","4-6 років","5000 - 5500","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","4-6 років","5500 - 6000","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","4-6 років","6000 - 6500","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","7-10 років","1000 - 1500","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","7-10 років","1500 - 2000","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","7-10 років","2000 - 2500","Всі посади","Всі спеціалізації",4
"Івано-Франківськ","7-10 років","2500 - 3000","Всі посади","Всі спеціалізації",3
"Івано-Франківськ","7-10 років","3000 - 3500","Всі посади","Всі спеціалізації",5
"Івано-Франківськ","7-10 років","3500 - 4000","Всі посади","Всі спеціалізації",3
"Івано-Франківськ","7-10 років","4000 - 4500","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","7-10 років","500 - 1000","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","7-10 років","5000 - 5500","Всі посади","Всі спеціалізації",3
"Івано-Франківськ","7-10 років","5500 - 6000","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","7-10 років","6000 - 6500","Всі посади","Всі спеціалізації",2
"Івано-Франківськ","7-10 років","6500 +","Всі посади","Всі спеціалізації",2
"Івано-Франківськ","До року","0 - 500","Всі посади","Всі спеціалізації",5
"Івано-Франківськ","До року","500 - 1000","Всі посади","Всі спеціалізації",6
"Інше","1-3 роки","0 - 500","Всі посади","Всі спеціалізації",10
"Інше","1-3 роки","1000 - 1500","Всі посади","Всі спеціалізації",108
"Інше","1-3 роки","1500 - 2000","Всі посади","Всі спеціалізації",71
"Інше","1-3 роки","2000 - 2500","Всі посади","Всі спеціалізації",50
"Інше","1-3 роки","2500 - 3000","Всі посади","Всі спеціалізації",25
"Інше","1-3 роки","3000 - 3500","Всі посади","Всі спеціалізації",10
"Інше","1-3 роки","3500 - 4000","Всі посади","Всі спеціалізації",4
"Інше","1-3 роки","4000 - 4500","Всі посади","Всі спеціалізації",2
"Інше","1-3 роки","500 - 1000","Всі посади","Всі спеціалізації",97
"Інше","1-3 роки",NA,"Всі посади","Всі спеціалізації",1
"Інше","10+ років","1000 - 1500","Всі посади","Всі спеціалізації",2
"Інше","10+ років","1500 - 2000","Всі посади","Всі спеціалізації",2
"Інше","10+ років","2000 - 2500","Всі посади","Всі спеціалізації",4
"Інше","10+ років","2500 - 3000","Всі посади","Всі спеціалізації",6
"Інше","10+ років","3000 - 3500","Всі посади","Всі спеціалізації",8
"Інше","10+ років","3500 - 4000","Всі посади","Всі спеціалізації",6
"Інше","10+ років","4000 - 4500","Всі посади","Всі спеціалізації",7
"Інше","10+ років","4500 - 5000","Всі посади","Всі спеціалізації",8
"Інше","10+ років","500 - 1000","Всі посади","Всі спеціалізації",3
"Інше","10+ років","5000 - 5500","Всі посади","Всі спеціалізації",4
"Інше","10+ років","5500 - 6000","Всі посади","Всі спеціалізації",1
"Інше","10+ років","6000 - 6500","Всі посади","Всі спеціалізації",4
"Інше","10+ років","6500 +","Всі посади","Всі спеціалізації",3
"Інше","4-6 років","1000 - 1500","Всі посади","Всі спеціалізації",18
"Інше","4-6 років","1500 - 2000","Всі посади","Всі спеціалізації",29
"Інше","4-6 років","2000 - 2500","Всі посади","Всі спеціалізації",37
"Інше","4-6 років","2500 - 3000","Всі посади","Всі спеціалізації",53
"Інше","4-6 років","3000 - 3500","Всі посади","Всі спеціалізації",31
"Інше","4-6 років","3500 - 4000","Всі посади","Всі спеціалізації",12
"Інше","4-6 років","4000 - 4500","Всі посади","Всі спеціалізації",16
"Інше","4-6 років","4500 - 5000","Всі посади","Всі спеціалізації",7
"Інше","4-6 років","500 - 1000","Всі посади","Всі спеціалізації",15
"Інше","4-6 років","5000 - 5500","Всі посади","Всі спеціалізації",4
"Інше","4-6 років","5500 - 6000","Всі посади","Всі спеціалізації",1
"Інше","4-6 років","6000 - 6500","Всі посади","Всі спеціалізації",4
"Інше","4-6 років","6500 +","Всі посади","Всі спеціалізації",1
"Інше","7-10 років","1000 - 1500","Всі посади","Всі спеціалізації",2
"Інше","7-10 років","1500 - 2000","Всі посади","Всі спеціалізації",3
"Інше","7-10 років","2000 - 2500","Всі посади","Всі спеціалізації",17
"Інше","7-10 років","2500 - 3000","Всі посади","Всі спеціалізації",19
"Інше","7-10 років","3000 - 3500","Всі посади","Всі спеціалізації",26
"Інше","7-10 років","3500 - 4000","Всі посади","Всі спеціалізації",30
"Інше","7-10 років","4000 - 4500","Всі посади","Всі спеціалізації",14
"Інше","7-10 років","4500 - 5000","Всі посади","Всі спеціалізації",17
"Інше","7-10 років","500 - 1000","Всі посади","Всі спеціалізації",2
"Інше","7-10 років","5000 - 5500","Всі посади","Всі спеціалізації",9
"Інше","7-10 років","5500 - 6000","Всі посади","Всі спеціалізації",5
"Інше","7-10 років","6000 - 6500","Всі посади","Всі спеціалізації",6
"Інше","7-10 років","6500 +","Всі посади","Всі спеціалізації",5
"Інше","До року","0 - 500","Всі посади","Всі спеціалізації",25
"Інше","До року","1000 - 1500","Всі посади","Всі спеціалізації",5
"Інше","До року","1500 - 2000","Всі посади","Всі спеціалізації",1
"Інше","До року","500 - 1000","Всі посади","Всі спеціалізації",44
"Інше","До року",NA,"Всі посади","Всі спеціалізації",1
"Київ","1-3 роки","0 - 500","Всі посади","Всі спеціалізації",7
"Київ","1-3 роки","1000 - 1500","Всі посади","Всі спеціалізації",61
"Київ","1-3 роки","1500 - 2000","Всі посади","Всі спеціалізації",36
"Київ","1-3 роки","2000 - 2500","Всі посади","Всі спеціалізації",33
"Київ","1-3 роки","2500 - 3000","Всі посади","Всі спеціалізації",14
"Київ","1-3 роки","3000 - 3500","Всі посади","Всі спеціалізації",7
"Київ","1-3 роки","3500 - 4000","Всі посади","Всі спеціалізації",4
"Київ","1-3 роки","4000 - 4500","Всі посади","Всі спеціалізації",1
"Київ","1-3 роки","500 - 1000","Всі посади","Всі спеціалізації",48
"Київ","1-3 роки","5000 - 5500","Всі посади","Всі спеціалізації",1
"Київ","10+ років","1000 - 1500","Всі посади","Всі спеціалізації",1
"Київ","10+ років","1500 - 2000","Всі посади","Всі спеціалізації",3
"Київ","10+ років","2000 - 2500","Всі посади","Всі спеціалізації",3
"Київ","10+ років","2500 - 3000","Всі посади","Всі спеціалізації",7
"Київ","10+ років","3000 - 3500","Всі посади","Всі спеціалізації",9
"Київ","10+ років","3500 - 4000","Всі посади","Всі спеціалізації",5
"Київ","10+ років","4000 - 4500","Всі посади","Всі спеціалізації",4
"Київ","10+ років","4500 - 5000","Всі посади","Всі спеціалізації",1
"Київ","10+ років","5000 - 5500","Всі посади","Всі спеціалізації",6
"Київ","10+ років","5500 - 6000","Всі посади","Всі спеціалізації",5
"Київ","10+ років","6000 - 6500","Всі посади","Всі спеціалізації",4
"Київ","10+ років","6500 +","Всі посади","Всі спеціалізації",3
"Київ","10+ років",NA,"Всі посади","Всі спеціалізації",1
"Київ","4-6 років","1000 - 1500","Всі посади","Всі спеціалізації",12
"Київ","4-6 років","1500 - 2000","Всі посади","Всі спеціалізації",18
"Київ","4-6 років","2000 - 2500","Всі посади","Всі спеціалізації",28
"Київ","4-6 років","2500 - 3000","Всі посади","Всі спеціалізації",37
"Київ","4-6 років","3000 - 3500","Всі посади","Всі спеціалізації",39
"Київ","4-6 років","3500 - 4000","Всі посади","Всі спеціалізації",20
"Київ","4-6 років","4000 - 4500","Всі посади","Всі спеціалізації",10
"Київ","4-6 років","4500 - 5000","Всі посади","Всі спеціалізації",7
"Київ","4-6 років","500 - 1000","Всі посади","Всі спеціалізації",7
"Київ","4-6 років","5000 - 5500","Всі посади","Всі спеціалізації",4
"Київ","4-6 років","5500 - 6000","Всі посади","Всі спеціалізації",1
"Київ","7-10 років","0 - 500","Всі посади","Всі спеціалізації",1
"Київ","7-10 років","1000 - 1500","Всі посади","Всі спеціалізації",1
"Київ","7-10 років","2000 - 2500","Всі посади","Всі спеціалізації",5
"Київ","7-10 років","2500 - 3000","Всі посади","Всі спеціалізації",11
"Київ","7-10 років","3000 - 3500","Всі посади","Всі спеціалізації",18
"Київ","7-10 років","3500 - 4000","Всі посади","Всі спеціалізації",30
"Київ","7-10 років","4000 - 4500","Всі посади","Всі спеціалізації",16
"Київ","7-10 років","4500 - 5000","Всі посади","Всі спеціалізації",12
"Київ","7-10 років","500 - 1000","Всі посади","Всі спеціалізації",1
"Київ","7-10 років","5000 - 5500","Всі посади","Всі спеціалізації",9
"Київ","7-10 років","5500 - 6000","Всі посади","Всі спеціалізації",2
"Київ","7-10 років","6000 - 6500","Всі посади","Всі спеціалізації",6
"Київ","7-10 років","6500 +","Всі посади","Всі спеціалізації",7
"Київ","До року","0 - 500","Всі посади","Всі спеціалізації",6
"Київ","До року","1000 - 1500","Всі посади","Всі спеціалізації",1
"Київ","До року","2500 - 3000","Всі посади","Всі спеціалізації",1
"Київ","До року","500 - 1000","Всі посади","Всі спеціалізації",31
"Львів","1-3 роки","0 - 500","Всі посади","Всі спеціалізації",3
"Львів","1-3 роки","1000 - 1500","Всі посади","Всі спеціалізації",58
"Львів","1-3 роки","1500 - 2000","Всі посади","Всі спеціалізації",37
"Львів","1-3 роки","2000 - 2500","Всі посади","Всі спеціалізації",23
"Львів","1-3 роки","2500 - 3000","Всі посади","Всі спеціалізації",17
"Львів","1-3 роки","3000 - 3500","Всі посади","Всі спеціалізації",9
"Львів","1-3 роки","3500 - 4000","Всі посади","Всі спеціалізації",3
"Львів","1-3 роки","4000 - 4500","Всі посади","Всі спеціалізації",2
"Львів","1-3 роки","500 - 1000","Всі посади","Всі спеціалізації",47
"Львів","10+ років","1500 - 2000","Всі посади","Всі спеціалізації",1
"Львів","10+ років","2000 - 2500","Всі посади","Всі спеціалізації",3
"Львів","10+ років","2500 - 3000","Всі посади","Всі спеціалізації",4
"Львів","10+ років","3000 - 3500","Всі посади","Всі спеціалізації",7
"Львів","10+ років","3500 - 4000","Всі посади","Всі спеціалізації",6
"Львів","10+ років","4000 - 4500","Всі посади","Всі спеціалізації",3
"Львів","10+ років","4500 - 5000","Всі посади","Всі спеціалізації",1
"Львів","10+ років","5000 - 5500","Всі посади","Всі спеціалізації",3
"Львів","10+ років","5500 - 6000","Всі посади","Всі спеціалізації",2
"Львів","10+ років","6000 - 6500","Всі посади","Всі спеціалізації",2
"Львів","10+ років","6500 +","Всі посади","Всі спеціалізації",2
"Львів","4-6 років","1000 - 1500","Всі посади","Всі спеціалізації",3
"Львів","4-6 років","1500 - 2000","Всі посади","Всі спеціалізації",22
"Львів","4-6 років","2000 - 2500","Всі посади","Всі спеціалізації",22
"Львів","4-6 років","2500 - 3000","Всі посади","Всі спеціалізації",25
"Львів","4-6 років","3000 - 3500","Всі посади","Всі спеціалізації",16
"Львів","4-6 років","3500 - 4000","Всі посади","Всі спеціалізації",21
"Львів","4-6 років","4000 - 4500","Всі посади","Всі спеціалізації",16
"Львів","4-6 років","4500 - 5000","Всі посади","Всі спеціалізації",3
"Львів","4-6 років","500 - 1000","Всі посади","Всі спеціалізації",3
"Львів","4-6 років","5000 - 5500","Всі посади","Всі спеціалізації",7
"Львів","4-6 років","5500 - 6000","Всі посади","Всі спеціалізації",3
"Львів","7-10 років","0 - 500","Всі посади","Всі спеціалізації",1
"Львів","7-10 років","1000 - 1500","Всі посади","Всі спеціалізації",1
"Львів","7-10 років","1500 - 2000","Всі посади","Всі спеціалізації",1
"Львів","7-10 років","2000 - 2500","Всі посади","Всі спеціалізації",8
"Львів","7-10 років","2500 - 3000","Всі посади","Всі спеціалізації",10
"Львів","7-10 років","3000 - 3500","Всі посади","Всі спеціалізації",14
"Львів","7-10 років","3500 - 4000","Всі посади","Всі спеціалізації",15
"Львів","7-10 років","4000 - 4500","Всі посади","Всі спеціалізації",16
"Львів","7-10 років","4500 - 5000","Всі посади","Всі спеціалізації",8
"Львів","7-10 років","500 - 1000","Всі посади","Всі спеціалізації",1
"Львів","7-10 років","5000 - 5500","Всі посади","Всі спеціалізації",4
"Львів","7-10 років","5500 - 6000","Всі посади","Всі спеціалізації",2
"Львів","7-10 років","6000 - 6500","Всі посади","Всі спеціалізації",3
"Львів","7-10 років","6500 +","Всі посади","Всі спеціалізації",2
"Львів","До року","0 - 500","Всі посади","Всі спеціалізації",7
"Львів","До року","1000 - 1500","Всі посади","Всі спеціалізації",3
"Львів","До року","500 - 1000","Всі посади","Всі спеціалізації",25
"Одеса","1-3 роки","0 - 500","Всі посади","Всі спеціалізації",1
"Одеса","1-3 роки","1000 - 1500","Всі посади","Всі спеціалізації",9
"Одеса","1-3 роки","1500 - 2000","Всі посади","Всі спеціалізації",9
"Одеса","1-3 роки","2000 - 2500","Всі посади","Всі спеціалізації",5
"Одеса","1-3 роки","3500 - 4000","Всі посади","Всі спеціалізації",1
"Одеса","1-3 роки","500 - 1000","Всі посади","Всі спеціалізації",10
"Одеса","10+ років","1000 - 1500","Всі посади","Всі спеціалізації",1
"Одеса","10+ років","2000 - 2500","Всі посади","Всі спеціалізації",1
"Одеса","10+ років","3500 - 4000","Всі посади","Всі спеціалізації",2
"Одеса","10+ років","4000 - 4500","Всі посади","Всі спеціалізації",1
"Одеса","10+ років","4500 - 5000","Всі посади","Всі спеціалізації",2
"Одеса","4-6 років","1000 - 1500","Всі посади","Всі спеціалізації",2
"Одеса","4-6 років","1500 - 2000","Всі посади","Всі спеціалізації",1
"Одеса","4-6 років","2000 - 2500","Всі посади","Всі спеціалізації",12
"Одеса","4-6 років","2500 - 3000","Всі посади","Всі спеціалізації",6
"Одеса","4-6 років","3000 - 3500","Всі посади","Всі спеціалізації",6
"Одеса","4-6 років","3500 - 4000","Всі посади","Всі спеціалізації",4
"Одеса","4-6 років","4000 - 4500","Всі посади","Всі спеціалізації",1
"Одеса","4-6 років","4500 - 5000","Всі посади","Всі спеціалізації",1
"Одеса","4-6 років","5000 - 5500","Всі посади","Всі спеціалізації",1
"Одеса","7-10 років","2500 - 3000","Всі посади","Всі спеціалізації",3
"Одеса","7-10 років","3000 - 3500","Всі посади","Всі спеціалізації",3
"Одеса","7-10 років","4000 - 4500","Всі посади","Всі спеціалізації",1
"Одеса","7-10 років","500 - 1000","Всі посади","Всі спеціалізації",1
"Одеса","До року","0 - 500","Всі посади","Всі спеціалізації",1
"Одеса","До року","500 - 1000","Всі посади","Всі спеціалізації",5
"Харків","1-3 роки","0 - 500","Всі посади","Всі спеціалізації",1
"Харків","1-3 роки","1000 - 1500","Всі посади","Всі спеціалізації",6
"Харків","1-3 роки","1500 - 2000","Всі посади","Всі спеціалізації",4
"Харків","1-3 роки","2000 - 2500","Всі посади","Всі спеціалізації",6
"Харків","1-3 роки","500 - 1000","Всі посади","Всі спеціалізації",11
"Харків","10+ років","1500 - 2000","Всі посади","Всі спеціалізації",2
"Харків","10+ років","2500 - 3000","Всі посади","Всі спеціалізації",1
"Харків","10+ років","3000 - 3500","Всі посади","Всі спеціалізації",1
"Харків","10+ років","3500 - 4000","Всі посади","Всі спеціалізації",1
"Харків","4-6 років","1000 - 1500","Всі посади","Всі спеціалізації",2
"Харків","4-6 років","1500 - 2000","Всі посади","Всі спеціалізації",3
"Харків","4-6 років","2000 - 2500","Всі посади","Всі спеціалізації",3
"Харків","4-6 років","2500 - 3000","Всі посади","Всі спеціалізації",2
"Харків","4-6 років","3000 - 3500","Всі посади","Всі спеціалізації",1
"Харків","4-6 років","3500 - 4000","Всі посади","Всі спеціалізації",2
"Харків","4-6 років","500 - 1000","Всі посади","Всі спеціалізації",2
"Харків","4-6 років","6500 +","Всі посади","Всі спеціалізації",1
"Харків","7-10 років","1000 - 1500","Всі посади","Всі спеціалізації",1
"Харків","7-10 років","1500 - 2000","Всі посади","Всі спеціалізації",1
"Харків","7-10 років","2000 - 2500","Всі посади","Всі спеціалізації",2
"Харків","7-10 років","3500 - 4000","Всі посади","Всі спеціалізації",1
"Харків","7-10 років","4000 - 4500","Всі посади","Всі спеціалізації",1
"Харків","До року","0 - 500","Всі посади","Всі спеціалізації",1
"Харків","До року","500 - 1000","Всі посади","Всі спеціалізації",6
"Харків","До року",NA,"Всі посади","Всі спеціалізації",1
"Вінниця","Total","0 - 500","Всі посади","Всі спеціалізації",3
"Вінниця","Total","1000 - 1500","Всі посади","Всі спеціалізації",20
"Вінниця","Total","1500 - 2000","Всі посади","Всі спеціалізації",14
"Вінниця","Total","2000 - 2500","Всі посади","Всі спеціалізації",10
"Вінниця","Total","2500 - 3000","Всі посади","Всі спеціалізації",13
"Вінниця","Total","3000 - 3500","Всі посади","Всі спеціалізації",6
"Вінниця","Total","3500 - 4000","Всі посади","Всі спеціалізації",11
"Вінниця","Total","4000 - 4500","Всі посади","Всі спеціалізації",4
"Вінниця","Total","4500 - 5000","Всі посади","Всі спеціалізації",4
"Вінниця","Total","500 - 1000","Всі посади","Всі спеціалізації",24
"Вінниця","Total","5000 - 5500","Всі посади","Всі спеціалізації",2
"Вінниця","Total","5500 - 6000","Всі посади","Всі спеціалізації",1
"Вінниця","Total","6500 +","Всі посади","Всі спеціалізації",3
"Дніпро","Total","0 - 500","Всі посади","Всі спеціалізації",4
"Дніпро","Total","1000 - 1500","Всі посади","Всі спеціалізації",15
"Дніпро","Total","1500 - 2000","Всі посади","Всі спеціалізації",13
"Дніпро","Total","2000 - 2500","Всі посади","Всі спеціалізації",19
"Дніпро","Total","2500 - 3000","Всі посади","Всі спеціалізації",12
"Дніпро","Total","3000 - 3500","Всі посади","Всі спеціалізації",14
"Дніпро","Total","3500 - 4000","Всі посади","Всі спеціалізації",12
"Дніпро","Total","4000 - 4500","Всі посади","Всі спеціалізації",6
"Дніпро","Total","4500 - 5000","Всі посади","Всі спеціалізації",3
"Дніпро","Total","500 - 1000","Всі посади","Всі спеціалізації",27
"Дніпро","Total","5000 - 5500","Всі посади","Всі спеціалізації",1
"Дніпро","Total","6500 +","Всі посади","Всі спеціалізації",1
"Івано-Франківськ","Total","0 - 500","Всі посади","Всі спеціалізації",9
"Івано-Франківськ","Total","1000 - 1500","Всі посади","Всі спеціалізації",15
"Івано-Франківськ","Total","1500 - 2000","Всі посади","Всі спеціалізації",8
"Івано-Франківськ","Total","2000 - 2500","Всі посади","Всі спеціалізації",16
"Івано-Франківськ","Total","2500 - 3000","Всі посади","Всі спеціалізації",9
"Івано-Франківськ","Total","3000 - 3500","Всі посади","Всі спеціалізації",7
"Івано-Франківськ","Total","3500 - 4000","Всі посади","Всі спеціалізації",7
"Івано-Франківськ","Total","4000 - 4500","Всі посади","Всі спеціалізації",5
"Івано-Франківськ","Total","500 - 1000","Всі посади","Всі спеціалізації",23
"Івано-Франківськ","Total","5000 - 5500","Всі посади","Всі спеціалізації",4
"Івано-Франківськ","Total","5500 - 6000","Всі посади","Всі спеціалізації",3
"Івано-Франківськ","Total","6000 - 6500","Всі посади","Всі спеціалізації",3
"Івано-Франківськ","Total","6500 +","Всі посади","Всі спеціалізації",3
"Інше","Total","0 - 500","Всі посади","Всі спеціалізації",35
"Інше","Total","1000 - 1500","Всі посади","Всі спеціалізації",135
"Інше","Total","1500 - 2000","Всі посади","Всі спеціалізації",106
"Інше","Total","2000 - 2500","Всі посади","Всі спеціалізації",108
"Інше","Total","2500 - 3000","Всі посади","Всі спеціалізації",103
"Інше","Total","3000 - 3500","Всі посади","Всі спеціалізації",75
"Інше","Total","3500 - 4000","Всі посади","Всі спеціалізації",52
"Інше","Total","4000 - 4500","Всі посади","Всі спеціалізації",39
